ID,TOPIC,IS_IRONIC,MESSAGE
4fdfed6e794a4c1c1550a2996803ba6e,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,magnifico
64dc97da772a5d70b62c2c124e12705d,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,VIVA EL PAQUETE. Mas pelis clásicas por favor. Besos a todos los que queremos INTERNET YAAAAAAAAA.
d66fc3e9a7353a1495a889f34e6371af,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,"gracias una y mil veces por la programación de la TV nacional, digo, el paquete semanal jejeje"
7b303e9eeb0c1ca5c2ec80047dff519b,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,LA TV DIGITAL ESTA SIENDO MUY EFICIENTE.
fd8a327fe8d642851db4b702069df1f0,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,"O sea que los trabajadores de salario medio, les toca la cajita simple, o sea, la de palo, que cuando el hombre se esta rompiendo el lomo no puede dejar que le grabe un programa para verlos después."
754398b804ff5057fbeafdfb866265d9,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,"Concuerdo con Squall ¿Una tesis para analizar el paquete semanal? dioss ya el nivel de infladera da para un globo aerostático jajajaja, en ves de estar analizando los problemas que nos afectan y no lo que nos entretiene XD"
7eab51a15787553f3ecc2ed5ed65e141,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,"aahhh sii q buena idea, vendan bastante cajitas decodificadoras, abran bastante canales para ver lo mismo en todos... Jajajajja"
e6b0f8b24f2925874d767b894fbcd36c,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,Es que esa noticia es para la gente que tiene antena jajajaja
c5c1e800b23fe2814e30bbeb5acba5b2,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,"Hace unos meses me tope con un socio en la calle y le pregunto en que esta trabajando. Me dijo: Na ahí PAQUETEANDO.
PAQUETEAR: Según la RALCC (Real Academia de la Lengua Cubana Callera): Acción de vender el PAQUETE.
PAQUETE: Uno de los pocos entretenimientos de la población cubana."
f4c65dc1fa19c27e3a2faf033f3def6b,"TELEVISIÓN DIGITAL, CAJAS DECODIFICADORAS, TELEVISIÓN CUBANA, AUDIOVISUALES",1,".entonces la tv cubana ¿PAGA los derechos?
!VIVA EL pqt!!!!!!!!!!!!!!!!!!!!!!!"
